Id,SalePrice
1461,120299.59813804198
1462,158297.17984954437
1463,182235.49026630484
1464,195408.28948130162
1465,193571.5127302717
1466,171285.12668902153
1467,178051.88685433383
1468,164250.0391773973
1469,186215.30994464605
1470,126100.66122739206
1471,184115.58729981363
1472,97140.90231317788
1473,96367.81565770035
1474,144940.1895650699
1475,109994.15334071784
1476,368002.5665619706
1477,252161.72484877057
1478,284977.59351293184
1479,282607.3218778339
1480,495895.11948530166
1481,336563.92770785803
1482,213411.4625652883
1483,179483.17627590522
1484,161618.39423688108
1485,183690.0469408852
1486,194835.45019700174
1487,341112.46838000696
1488,234255.5013726448
1489,194084.99068596578
1490,239140.82740640538
1491,190581.17487351454
1492,91363.45947692699
1493,178536.2971418837
1494,289776.42037291586
1495,288211.940531501
1496,231618.91198232013
1497,181514.05854446001
1498,166753.40002754022
1499,159840.14790944435
1500,157239.90771627228
1501,179236.8780830791
1502,142932.37726661313
1503,281944.9325354887
1504,242928.36129947947
1505,226893.4674085596
1506,193033.90458127673
1507,250328.1762964152
1508,199135.97708025353
1509,162990.0075616908
1510,144861.49650011206
1511,151993.67004430093
1512,174916.2159804418
1513,145448.5273398578
1514,152736.1944961259
1515,191757.32501919765
1516,150088.4948094147
1517,168752.50993874462
1518,129487.68754201476
1519,213807.88442405293
1520,132566.3296814586
1521,133861.89823938353
1522,173742.12618821574
1523,113223.96564600941
1524,127531.53956825595
1525,121696.15175106763
1526,110506.51622526399
1527,107370.18725770501
1528,139483.93947096466
1529,152573.7537042713
1530,182614.40117706335
1531,105414.70200442523
1532,93769.18918169914
1533,147962.13702696774
1534,122250.86975523832
1535,153764.80537571022
1536,105671.09118384836
1537,60606.47507422755
1538,151874.21355610763
1539,202188.2995052625
1540,92391.3294909783
1541,142385.92663786982
1542,140615.0217685975
1543,199011.9016445935
1544,84676.88782398429
1545,111792.95938643547
1546,130457.99142138842
1547,131275.3419986953
1548,135344.9953028297
1549,118122.25043552805
1550,129786.74835820221
1551,107453.0129426396
1552,137129.64414943673
1553,148911.14453652853
1554,118646.38904207306
1555,167275.57252186578
1556,84985.96411963314
1557,103057.33099619359
1558,97673.65804422295
1559,72411.65839962388
1560,126164.94040195398
1561,126726.9293112539
1562,126113.76769278341
1563,120003.275502314
1564,159008.39494470353
1565,140151.05496504542
1566,243032.34042080468
1567,76892.57942246884
1568,235673.96768555787
1569,132287.78508547408
1570,140207.88630376625
1571,122007.72323260811
1572,144838.05393088862
1573,245705.10915422646
1574,121204.97486585825
1575,227854.0244102877
1576,239390.11324448753
1577,178332.98447727418
1578,140568.94420844023
1579,148861.36382479177
1580,193048.03313645508
1581,155244.2050039907
1582,124934.33379448725
1583,294979.10588346096
1584,218916.22967006202
1585,139648.44593616942
1586,68552.97606445312
