Id,SalePrice
1461,119643.1488070272
1462,160545.23801054427
1463,182877.24403486052
1464,195598.70841351364
1465,193289.29697230103
1466,170775.9320235743
1467,176115.8693998962
1468,167582.86778596483
1469,179430.6973590443
1470,131784.87863441271
1471,181575.66997623738
1472,97104.53440859438
1473,97602.43942998062
1474,144946.63714181332
1475,114208.46468149674
1476,384626.52979430434
1477,258289.4224425803
1478,278265.1411075053
1479,279424.41162313276
1480,504709.4939533143
1481,347383.0997459417
1482,204494.78697281433
1483,183673.86329732896
1484,167430.56211319906
1485,187031.69676812706
1486,198841.8909845884
1487,354510.55424952414
1488,233671.74073024574
1489,200102.74769753328
1490,238520.8305560806
1491,190827.41225869657
1492,89851.71199421315
1493,178142.60117330268
1494,288689.6607771754
1495,284148.193771926
1496,240260.22518947028
1497,181274.9249673963
1498,170198.75191442468
1499,160298.76824654732
1500,159519.83297349335
1501,183086.88419584796
1502,146246.74168815947
1503,281370.8462439201
1504,241651.95516529135
1505,227336.43693000556
1506,189976.48264307427
1507,248956.2275439984
1508,195396.0560255217
1509,161706.00631998276
1510,145480.47124931074
1511,151413.1653857751
1512,171765.37094643727
1513,140258.96452461914
1514,153774.89300014975
1515,188044.13654902176
1516,151138.94448473645
1517,164973.09444686738
1518,129537.22646827063
1519,223570.0153693526
1520,136126.43725534726
1521,140178.25611976572
1522,171458.13268073782
1523,116527.19666408114
1524,128546.11065822067
1525,121781.61855710579
1526,110287.4585281045
1527,109680.05485485203
1528,135402.10930865398
1529,157841.82216176938
1530,179368.23165125964
1531,105658.54083188147
1532,91243.75057434053
1533,146153.6455970497
1534,124192.3665629216
1535,157494.14518716687
1536,102962.41807221655
1537,62803.34389797469
1538,147847.61544109014
1539,202199.02255466752
1540,89872.93141539028
1541,148369.5777365175
1542,138075.89204999883
1543,203878.8530378913
1544,84319.68888389866
1545,112208.60324014393
1546,128243.51655601668
1547,135159.80489142204
1548,133795.61433334753
1549,117483.95532535836
1550,132010.61303069216
1551,107325.21269395511
1552,133205.39458729152
1553,155964.54563873837
1554,119384.8877713747
1555,170224.5145257414
1556,87601.00524450239
1557,99692.21553369403
1558,100631.06703459554
1559,74196.22048966867
1560,119262.69376201819
1561,126909.55541740383
1562,125735.3239774261
1563,119462.75024985916
1564,157519.31730515143
1565,142256.4083507421
1566,244488.01448917572
1567,79548.3562236171
1568,235494.529908419
1569,132032.4353340901
1570,139263.20314852154
1571,120038.59472498087
1572,143166.851332402
1573,247319.721522759
1574,111931.73127745406
1575,230344.86389906926
1576,237629.11801634709
1577,185442.71312444776
1578,137993.27757416118
1579,148206.86376470103
1580,194643.77266714338
1581,148341.1518291496
1582,125920.15737788816
1583,298154.4265471399
1584,220356.31187603585
1585,141331.72207183662
1586,69525.63259721112
1587,101830.10633233114
1588,158442.52069308283
1589,95757.35378099159
1590,130348.42725912624
1591,95629.55454047753
1592,117505.1797613793
1593,121238.43494424644
1594,125653.68437965673
1595,107330.63272952157
1596,228217.34325969568
1597,191177.46799325247
1598,225153.65679291525
1599,160803.3119568372
1600,155552.46626689064
1601,65840.1112739364
1602,116827.91960080777
1603,75274.09358519004
1604,268955.39376441285
1605,237712.80020323038
1606,167041.04679218077
1607,165117.71673279253
1608,215112.57236413338
1609,183018.51951621802
1610,159608.56733363937
1611,134440.9472013948
1612,170258.99140735273
1613,161408.82503937304
1614,117661.80864381096
1615,90263.46027432672
1616,79965.3263496285
1617,88479.25917437043
1618,126156.07937559045
1619,144933.0944493242
1620,151749.1487904843
1621,135909.18290480867
1622,141951.48804067483
1623,260105.69732175814
1624,211358.6181682863
1625,115251.29388338044
1626,158819.1767662905
1627,191290.70457980162
1628,271653.9686883743
1629,183870.9780425366
1630,363232.99174513377
1631,231906.7574295904
1632,244562.95115749058
1633,170148.15250357502
1634,191981.25943061654
1635,175566.17282906824
1636,151576.69883460263
1637,194362.1486905897
1638,187899.00304137837
1639,177233.16869202006
1640,256183.7958262253
1641,175660.58722560268
1642,237585.1708742925
1643,220760.49768348018
1644,239127.38672928358
1645,197419.43348065697
1646,154683.70064887902
1647,155891.99216571412
1648,133082.30591013093
1649,145241.86987089776
1650,115037.98553296321
1651,121766.14697632602
1652,98155.86509370717
1653,99800.40201078473
1654,144655.81498012372
1655,138364.26453606048
1656,141450.91098738284
1657,148859.013433105
1658,143116.91712082396
1659,117280.42588817174
1660,151062.42088676177
1661,458838.7854187528
1662,409594.6203916994
1663,389210.31397277216
1664,512707.48886404757
1665,301873.5435792471
1666,335303.33196478087
1667,404941.6458084095
1668,336723.242009358
1669,297598.895171091
1670,348668.5201293235
