Id,SalePrice
1461,123993.5510838996
1462,159693.30433688304
1463,180801.73475789704
1464,196639.8115479483
1465,188846.87930394898
1466,170722.47302998402
1467,175160.05050056562
1468,163887.4426779225
1469,185560.36851448388
1470,125028.34516673644
1471,187238.06766953206
1472,99044.50490845418
1473,98351.311662257
1474,145639.01936333784
1475,111703.79567741076
1476,375246.88254059834
1477,262510.35014397826
1478,276430.2192346586
1479,278190.0231311986
1480,494372.271780641
1481,344815.36472114344
1482,216224.74871702385
1483,179921.73914948924
1484,162733.9964388382
1485,185840.37380275657
1486,194289.49919625273
1487,345192.859433529
1488,238512.98988853733
1489,199613.1167456223
1490,237513.12615843114
1491,190213.88358208016
1492,94688.74909817259
1493,176420.6112236997
1494,291982.1121663485
1495,283456.2305622238
1496,234407.63837772384
1497,180115.7514977488
1498,167382.50855542303
1499,159391.05133800503
1500,156030.5961378232
1501,176620.67831741425
1502,144525.02068682207
1503,281037.24916432105
1504,247599.81192463698
1505,230935.52714238944
1506,191070.40601956443
1507,245203.68040902403
1508,193738.1742502699
1509,162391.023056658
1510,144411.5414321366
1511,152087.9273140707
1512,175534.84876928918
1513,138182.36359505632
1514,149854.50958558527
1515,190724.74383811146
1516,149839.26128767992
1517,166436.83777477083
1518,130743.13394916519
1519,217271.12099903953
1520,132278.10459060434
1521,134831.6160958498
1522,173654.1660866417
1523,113730.97399418916
1524,129332.22789968592
1525,122011.86305552612
1526,108578.92008745528
1527,108640.01652867477
1528,138062.20577429174
1529,152755.17204976224
1530,181504.8781152743
1531,106523.57557602484
1532,96034.29622659944
1533,146123.84511579556
1534,126549.92693352149
1535,157126.1504108941
1536,105140.5024241922
1537,58757.353087402764
1538,157458.28818502856
1539,193142.8305595946
1540,90100.7024250948
1541,148020.8149288706
1542,135885.71690195112
1543,202921.39144293222
1544,87117.99407911583
1545,109157.01752332305
1546,129734.33806862133
1547,132483.93196148862
1548,133102.1128058928
1549,118876.15031094433
1550,125534.32563257338
1551,109559.37874796177
1552,134892.5053439913
1553,156595.79093023905
1554,118266.27674564073
1555,163374.2779121357
1556,89212.4839558813
1557,102508.83425144936
1558,99586.090014797
1559,79936.35950849002
1560,122457.50051077954
1561,120630.7554855513
1562,128031.4250365562
1563,119791.57845052508
1564,161649.67383674765
1565,143138.54131341123
1566,246348.64983584298
1567,77558.96937751966
1568,237237.10175702945
1569,132086.96325122376
1570,145106.3829036969
1571,120444.74058483352
1572,147905.97503050938
1573,256129.78921114514
1574,116625.68414932562
1575,228762.8032767244
1576,239374.37368660863
1577,183649.04302785505
1578,136531.68146088166
1579,151982.27927177935
1580,191783.97787740527
1581,151242.1081429487
1582,122749.26522887274
1583,305742.7917575649
1584,218702.7790718194
1585,139342.38347521963
1586,67688.98428480704
1587,106038.1580763644
1588,158510.5683829524
1589,96421.48438275889
1590,133873.1242284531
1591,94353.69450850645
1592,111673.65427077712
1593,123498.31835904265
1594,127749.67609010424
1595,109022.9226413073
1596,228607.31581977758
1597,201994.73241923135
1598,224305.71150718976
1599,165513.19877430814
1600,159428.43418055453
1601,63223.92802042943
1602,109489.70576422603
1603,82577.88318329328
1604,269519.227445256
1605,234774.48827478258
1606,174456.309365665
1607,168987.82936806063
1608,214769.46739361392
1609,184363.4201750071
1610,155453.54589457306
1611,138277.3688790306
1612,166363.34871679
1613,162901.45080224233
1614,122231.3229084244
1615,92072.34322396477
1616,76819.65787670229
1617,90098.47001940855
1618,125000.30395271786
1619,147581.5761474811
1620,159647.93484644464
1621,136077.44127789288
1622,140976.47318070912
1623,267134.08619874704
1624,206762.5845342451
1625,116607.79324680733
1626,163058.816286301
1627,194251.51735222523
1628,270237.5117037214
1629,184435.90539885074
1630,367047.68809940247
1631,231130.67676554876
1632,244258.74989445228
1633,173756.8241006995
1634,188022.14706006044
1635,174396.62664891273
1636,151033.3904004446
1637,200005.80171884733
1638,183296.27375697056
1639,176021.60895923193
1640,259363.8970834915
1641,176791.64694712797
1642,236446.38997949977
1643,221489.86138946618
1644,239546.18639893853
1645,205715.40675113676
1646,157076.23959811704
1647,153461.212316998
1648,129721.11888850458
1649,143988.7174729436
1650,110302.25930338993
1651,120180.28674930909
1652,98730.95194301291
1653,100657.26698373124
1654,145098.46642229898
1655,139459.0865976818
1656,140557.83716804592
1657,149763.93025657767
1658,141254.91857396517
1659,116918.35462496647
1660,150225.90832529205
1661,453466.5868964194
1662,418706.54993451457
1663,394203.08735463605
1664,514437.8215081155
1665,303784.2956585563
1666,342371.119829577
1667,395662.72071669064
1668,339022.95142154506
1669,290809.3423539427
1670,352056.1094117856
1671,271255.3701998125
1672,433482.07255722256
1673,299119.92909346055
1674,251733.98360239816
1675,200180.79630198024
1676,197921.92085513382
1677,231152.90084874516
1678,465485.60749241593
1679,409334.56389172736
1680,349759.7262544821
1681,243305.41674586877
1682,312627.31733167224
1683,186915.10835955254
1684,175293.55632339107
1685,173635.8846302308
1686,168944.82984502643
1687,170016.40827367536
1688,189640.18727100934
1689,196996.94797076104
1690,194894.0764112489
1691,188186.84106118785
1692,261637.70863937287
1693,173704.22589863482
1694,185656.5855018693
1695,165499.08448623936
1696,272380.2267556505
1697,174218.1389851282
1698,357732.0431882741
1699,318288.7350602752
1700,255752.04011557362
1701,269761.77996871906
1702,249995.8542939688
1703,248966.0231019709
1704,289483.4912881474
1705,246165.77456479194
1706,446920.4543937224
1707,213948.7119078612
1708,208203.20062640833
1709,260957.3290756658
1710,219839.20800676558
1711,263578.0965224584
1712,256419.61030138662
1713,269244.2057408103
1714,226229.22054406116
1715,209070.99026232783
1716,178693.78593761282
1717,174092.12546264552
1718,129374.93133799249
1719,203993.59805598427
1720,232228.02590819515
1721,166619.9867091248
1722,127381.71863609817
1723,158754.7531245476
1724,196923.2135084711
1725,237763.7654499628
1726,184987.91032109817
1727,147858.71233099757
1728,181997.80805716725
1729,167509.3631874865
1730,156770.60288470655
1731,117267.75806916998
1732,126721.30267876435
1733,111562.01006555789
1734,116482.07403220942
1735,132708.02254946544
1736,109273.01227666119
1737,302340.5861521684
1738,246119.5205736571
1739,240136.7437091213
1740,212618.8317206162
1741,187617.00993477358
1742,170951.14884427533
1743,177213.3936947422
1744,309838.52840250893
1745,224927.70586290365
1746,186452.4449333983
1747,216242.23886864595
1748,221604.28773726334
1749,145119.12537197594
1750,124321.10816777774
1751,243602.3153210376
1752,117838.56209246536
1753,146981.09307832393
1754,189528.9349329453
1755,165190.01714639386
1756,128887.3946199108
1757,120568.40876965594
1758,149211.5363061845
1759,160291.77574216604
1760,162940.9812911634
1761,138971.00890737848
1762,169019.12786577927
1763,177697.0460511856
1764,113776.51802195547
1765,174371.01700216078
1766,182340.10567505582
1767,211307.75840532518
1768,146418.7565523985
1769,171924.56488922436
1770,149279.23057308802
1771,118756.650835607
1772,130130.38901731794
1773,125416.42341222541
1774,133316.93019240547
1775,145814.78975529925
1776,127531.13967928382
1777,107962.25180244137
1778,140695.33072170863
1779,116984.59875257441
1780,177708.78339939832
1781,129911.70159314746
1782,80575.93283286416
1783,145055.24815956404
1784,110671.05645813617
1785,124585.99570196308
1786,123777.16106721025
1787,163444.9731919652
1788,58113.25726290782
1789,98261.95822467965
1790,73648.18068222274
1791,174704.16862357178
1792,159270.00392437805
1793,127679.38353840404
1794,148018.88636029253
1795,142419.4139388276
1796,128056.09360088319
1797,111961.74740802673
1798,119632.12834084406
1799,109961.13258508904
1800,130452.42365456704
1801,127386.57236479882
1802,126133.41722705288
1803,142817.55247277147
1804,142966.28154091362
1805,134493.6716744694
1806,125780.09934590828
1807,133990.8244609883
1808,126538.3872070348
1809,124428.43575337934
1810,141133.71650084472
1811,90895.49533492142
1812,98710.65632276463
1813,127222.32900331772
1814,91212.6252017542
1815,54777.835187712226
1816,101335.79161035956
1817,108973.21382490521
1818,154191.02045397734
1819,127258.53506777478
1820,60916.87795220792
1821,103800.84005336372
1822,147437.52365498888
1823,49034.50266561237
1824,126224.617077832
1825,135962.89879881172
1826,108467.74846373842
1827,97680.9082759555
1828,134267.86770119963
1829,113801.09300722678
1830,152191.41109995375
1831,141458.58463836863
1832,71640.82854264553
1833,130221.53828275904
1834,120055.2023908171
1835,124263.47581893828
1836,123570.37910010043
1837,85690.82918466521
1838,126756.07064907935
1839,94844.30768068029
